Location,Site_Name,Latitude,Longitude,Solar_GW,Wind_GW,Battery_GWh,System_Capacity_Factor,LCOE_USD_per_MWh,Annual_Load_MWh,Energy_Served_MWh,Unmet_Load_MWh,Overproduction_MWh
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,9.00,0.0014,36835.18,8760000.00,12068.36,8747931.64,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,10.00,0.0014,35443.36,8760000.00,12542.70,8747457.30,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,11.00,0.0015,34152.96,8760000.00,13017.04,8746982.96,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,12.00,0.0015,32953.29,8760000.00,13491.39,8746508.61,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,13.00,0.0016,31835.12,8760000.00,13965.73,8746034.27,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,14.00,0.0016,30790.42,8760000.00,14440.07,8745559.93,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,15.00,0.0017,29812.17,8760000.00,14914.41,8745085.59,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,1.00,0.0011,54158.47,8760000.00,9573.51,8750426.49,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,2.00,0.0011,51603.26,8760000.00,10047.85,8749952.15,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,3.00,0.0012,49278.42,8760000.00,10522.19,8749477.81,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,4.00,0.0013,47154.15,8760000.00,10996.53,8749003.47,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,5.00,0.0013,45205.56,8760000.00,11470.87,8748529.13,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,6.00,0.0014,43411.70,8760000.00,11945.22,8748054.78,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,7.00,0.0014,41754.89,8760000.00,12419.56,8747580.44,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,8.00,0.0015,40219.99,8760000.00,12893.90,8747106.10,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,9.00,0.0015,38794.01,8760000.00,13368.24,8746631.76,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,10.00,0.0016,37465.76,8760000.00,13842.58,8746157.42,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,11.00,0.0016,36225.52,8760000.00,14316.92,8745683.08,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,12.00,0.0017,35064.80,8760000.00,14791.27,8745208.73,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,13.00,0.0017,33976.25,8760000.00,15265.61,8744734.39,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,14.00,0.0018,32953.30,8760000.00,15739.95,8744260.05,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,7.00,0.00,15.00,0.0019,31990.20,8760000.00,16214.29,8743785.71,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,1.00,0.0012,54495.79,8760000.00,10873.39,8749126.61,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,2.00,0.0013,52219.18,8760000.00,11347.73,8748652.27,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,3.00,0.0013,50125.25,8760000.00,11822.07,8748177.93,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,4.00,0.0014,48192.88,8760000.00,12296.41,8747703.59,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,5.00,0.0015,46404.01,8760000.00,12770.76,8747229.24,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,6.00,0.0015,44743.31,8760000.00,13245.10,8746754.90,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,7.00,0.0016,43197.44,8760000.00,13719.44,8746280.56,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,8.00,0.0016,41754.90,8760000.00,14193.78,8745806.22,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,9.00,0.0017,40405.65,8760000.00,14668.12,8745331.88,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,10.00,0.0017,39140.94,8760000.00,15142.46,8744857.54,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,11.00,0.0018,37953.03,8760000.00,15616.81,8744383.19,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,12.00,0.0018,36835.18,8760000.00,16091.15,8743908.85,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,13.00,0.0019,35781.34,8760000.00,16565.49,8743434.51,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,14.00,0.0019,34786.18,8760000.00,17039.83,8742960.17,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,8.00,0.00,15.00,0.0020,33844.92,8760000.00,17514.17,8742485.83,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,1.00,0.0002,47461.39,8760000.00,1560.90,8758439.10,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,2.00,0.0002,36407.31,8760000.00,2035.24,8757964.76,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,3.00,0.0003,29531.92,8760000.00,2509.58,8757490.42,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,4.00,0.0003,24842.36,8760000.00,2983.93,8757016.07,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,5.00,0.0004,21439.32,8760000.00,3458.27,8756541.73,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,6.00,0.0004,18857.22,8760000.00,3932.61,8756067.39,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,7.00,0.0005,16830.96,8760000.00,4406.95,8755593.05,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,8.00,0.0006,15198.51,8760000.00,4881.29,8755118.71,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,9.00,0.0006,13855.22,8760000.00,5355.63,8754644.37,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,10.00,0.0007,12730.50,8760000.00,5829.98,8754170.02,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,11.00,0.0007,11775.05,8760000.00,6304.32,8753695.68,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,12.00,0.0008,10953.32,8760000.00,6778.66,8753221.34,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,13.00,0.0008,10239.07,8760000.00,7253.00,8752747.00,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,14.00,0.0009,9612.50,8760000.00,7727.34,8752272.66,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,1.00,0.00,15.00,0.0009,9058.41,8760000.00,8201.68,8751798.32,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,1.00,0.0003,55959.24,8760000.00,2647.46,8757352.54,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,2.00,0.0004,47461.39,8760000.00,3121.80,8756878.20,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,3.00,0.0004,41205.32,8760000.00,3596.14,8756403.86,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,4.00,0.0005,36407.22,8760000.00,4070.49,8755929.51,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,5.00,0.0005,32610.75,8760000.00,4544.83,8755455.17,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,6.00,0.0006,29531.87,8760000.00,5019.17,8754980.83,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,7.00,0.0006,26984.67,8760000.00,5493.51,8754506.49,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,8.00,0.0007,24842.40,8760000.00,5967.85,8754032.15,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,9.00,0.0007,23015.59,8760000.00,6442.19,8753557.81,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,10.00,0.0008,21439.32,8760000.00,6916.54,8753083.46,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,11.00,0.0008,20065.41,8760000.00,7390.88,8752609.12,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,12.00,0.0009,18857.22,8760000.00,7865.22,8752134.78,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,13.00,0.0010,17786.47,8760000.00,8339.56,8751660.44,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,14.00,0.0010,16830.96,8760000.00,8813.90,8751186.10,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,2.00,0.00,15.00,0.0011,15973.05,8760000.00,9288.24,8750711.76,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,1.00,0.0004,59511.52,8760000.00,3734.02,8756265.98,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,2.00,0.0005,52807.35,8760000.00,4208.36,8755791.64,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,3.00,0.0005,47461.39,8760000.00,4682.70,8755317.30,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,4.00,0.0006,43098.78,8760000.00,5157.05,8754842.95,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,5.00,0.0006,39471.20,8760000.00,5631.39,8754368.61,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,6.00,0.0007,36407.25,8760000.00,6105.73,8753894.27,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,7.00,0.0008,33785.04,8760000.00,6580.07,8753419.93,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,8.00,0.0008,31515.47,8760000.00,7054.41,8752945.59,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,9.00,0.0009,29531.89,8760000.00,7528.75,8752471.25,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,10.00,0.0009,27783.40,8760000.00,8003.10,8751996.90,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,11.00,0.0010,26230.61,8760000.00,8477.44,8751522.56,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,12.00,0.0010,24842.38,8760000.00,8951.78,8751048.22,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,13.00,0.0011,23593.87,8760000.00,9426.12,8750573.88,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,14.00,0.0011,22465.00,8760000.00,9900.46,8750099.54,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,3.00,0.00,15.00,0.0012,21439.34,8760000.00,10374.80,8749625.20,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,1.00,0.0006,61462.43,8760000.00,4820.58,8755179.42,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,2.00,0.0006,55959.24,8760000.00,5294.92,8754705.08,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,3.00,0.0007,51360.97,8760000.00,5769.26,8754230.74,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,4.00,0.0007,47461.31,8760000.00,6243.61,8753756.39,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,5.00,0.0008,44112.42,8760000.00,6717.95,8753282.05,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,6.00,0.0008,41205.26,8760000.00,7192.29,8752807.71,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,7.00,0.0009,38657.83,8760000.00,7666.63,8752333.37,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,8.00,0.0009,36407.26,8760000.00,8140.97,8751859.03,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,9.00,0.0010,34404.51,8760000.00,8615.31,8751384.69,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,10.00,0.0010,32610.75,8760000.00,9089.66,8750910.34,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,11.00,0.0011,30994.96,8760000.00,9564.00,8750436.00,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,12.00,0.0011,29531.87,8760000.00,10038.34,8749961.66,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,13.00,0.0012,28200.80,8760000.00,10512.68,8749487.32,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,14.00,0.0013,26984.67,8760000.00,10987.02,8749012.98,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,4.00,0.00,15.00,0.0013,25869.21,8760000.00,11461.36,8748538.64,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,1.00,0.0007,62695.64,8760000.00,5907.14,8754092.86,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,2.00,0.0007,58037.80,8760000.00,6381.48,8753618.52,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,3.00,0.0008,54024.49,8760000.00,6855.82,8753144.18,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,4.00,0.0008,50530.52,8760000.00,7330.17,8752669.83,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,5.00,0.0009,47461.33,8760000.00,7804.51,8752195.49,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,6.00,0.0009,44743.84,8760000.00,8278.85,8751721.15,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,7.00,0.0010,42320.88,8760000.00,8753.19,8751246.81,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,8.00,0.0011,40147.01,8760000.00,9227.53,8750772.47,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,9.00,0.0011,38185.72,8760000.00,9701.87,8750298.13,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,10.00,0.0012,36407.23,8760000.00,10176.22,8749823.78,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,11.00,0.0012,34787.20,8760000.00,10650.56,8749349.44,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,12.00,0.0013,33305.31,8760000.00,11124.90,8748875.10,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,13.00,0.0013,31944.63,8760000.00,11599.24,8748400.76,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,14.00,0.0014,30690.86,8760000.00,12073.58,8747926.42,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,5.00,0.00,15.00,0.0014,29531.88,8760000.00,12547.92,8747452.08,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,1.00,0.0008,63545.66,8760000.00,6993.70,8753006.30,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,2.00,0.0009,59511.52,8760000.00,7468.04,8752531.96,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,3.00,0.0009,55959.24,8760000.00,7942.38,8752057.62,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,4.00,0.0010,52807.28,8760000.00,8416.73,8751583.27,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,5.00,0.0010,49991.71,8760000.00,8891.07,8751108.93,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,6.00,0.0011,47461.34,8760000.00,9365.41,8750634.59,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,7.00,0.0011,45174.93,8760000.00,9839.75,8750160.25,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,8.00,0.0012,43098.82,8760000.00,10314.09,8749685.91,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,9.00,0.0012,41205.28,8760000.00,10788.43,8749211.57,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,10.00,0.0013,39471.20,8760000.00,11262.78,8748737.22,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,11.00,0.0013,37877.31,8760000.00,11737.12,8748262.88,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,12.00,0.0014,36407.25,8760000.00,12211.46,8747788.54,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,13.00,0.0014,35047.12,8760000.00,12685.80,8747314.20,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,14.00,0.0015,33785.04,8760000.00,13160.14,8746839.86,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,6.00,0.00,15.00,0.0016,32610.78,8760000.00,13634.48,8746365.52,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,1.00,0.0009,64167.08,8760000.00,8080.26,8751919.74,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,2.00,0.0010,60610.87,8760000.00,8554.60,8751445.40,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,3.00,0.0010,57428.32,8760000.00,9028.94,8750971.06,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,4.00,0.0011,54563.42,8760000.00,9503.29,8750496.71,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,5.00,0.0011,51970.97,8760000.00,9977.63,8750022.37,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,6.00,0.0012,49613.83,8760000.00,10451.97,8749548.03,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,7.00,0.0012,47461.35,8760000.00,10926.31,8749073.69,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,8.00,0.0013,45487.98,8760000.00,11400.65,8748599.35,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,9.00,0.0014,43672.26,8760000.00,11874.99,8748125.01,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,10.00,0.0014,41995.99,8760000.00,12349.34,8747650.66,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,11.00,0.0015,40443.76,8760000.00,12823.68,8747176.32,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,12.00,0.0015,39002.27,8760000.00,13298.02,8746701.98,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,13.00,0.0016,37660.08,8760000.00,13772.36,8746227.64,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,14.00,0.0016,36407.25,8760000.00,14246.70,8745753.30,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,7.00,0.00,15.00,0.0017,35235.17,8760000.00,14721.04,8745278.96,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,1.00,0.0010,64641.18,8760000.00,9166.82,8750833.18,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,2.00,0.0011,61462.43,8760000.00,9641.16,8750358.84,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,3.00,0.0012,58581.81,8760000.00,10115.50,8749884.50,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,4.00,0.0012,55959.19,8760000.00,10589.85,8749410.15,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,5.00,0.0013,53561.49,8760000.00,11064.19,8748935.81,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,6.00,0.0013,51360.93,8760000.00,11538.53,8748461.47,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,7.00,0.0014,49334.15,8760000.00,12012.87,8747987.13,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,8.00,0.0014,47461.35,8760000.00,12487.21,8747512.79,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,9.00,0.0015,45725.63,8760000.00,12961.55,8747038.45,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,10.00,0.0015,44112.42,8760000.00,13435.90,8746564.10,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,11.00,0.0016,42609.27,8760000.00,13910.24,8746089.76,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,12.00,0.0016,41205.26,8760000.00,14384.58,8745615.42,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,13.00,0.0017,39890.89,8760000.00,14858.92,8745141.08,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,14.00,0.0018,38657.83,8760000.00,15333.26,8744666.74,0.00
Lat-43.53_Lon172.64,site_4_Christchurch_New_Zealand,-43.5321,172.6362,8.00,0.00,15.00,0.0018,37498.78,8760000.00,15807.60,8744192.40,0.00
Lat64.15_Lon-21.94,site_5_Reykjavík_Iceland,64.1466,-21.9426,1.00,0.00,1.00,0.0001,63194.13,8760000.00,1172.30,8758827.70,0.00
Lat64.15_Lon-21.94,site_5_Reykjavík_Iceland,64.1466,-21.9426,1.00,0.00,2.00,0.0002,44999.00,8760000.00,1646.65,8758353.35,0.00
Lat64.15_Lon-21.94,site_5_Reykjavík_Iceland,64.1466,-21.9426,1.00,0.00,3.00,0.0002,34942.52,8760000.00,2120.99,8757879.01,0.00
Lat64.15_Lon-21.94,site_5_Reykjavík_Iceland,64.1466,-21.9426,1.00,0.00,4.00,0.0003,28562.01,8760000.00,2595.33,8757404.67,0.00
