Location,Site_Name,Latitude,Longitude,Solar_GW,Wind_GW,Battery_GWh,System_Capacity_Factor,LCOE_USD_per_MWh,Annual_Load_MWh,Energy_Served_MWh,Unmet_Load_MWh,Overproduction_MWh
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,3.00,0.00,10.00,0.0011,24019.99,8760000.00,9257.01,8750742.99,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,3.00,0.00,11.00,0.0011,22850.73,8760000.00,9731.35,8750268.65,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,3.00,0.00,12.00,0.0012,21790.13,8760000.00,10205.70,8749794.30,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,3.00,0.00,13.00,0.0012,20823.77,8760000.00,10680.04,8749319.96,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,3.00,0.00,14.00,0.0013,19939.59,8760000.00,11154.38,8748845.62,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,3.00,0.00,15.00,0.0013,19127.55,8760000.00,11628.72,8748371.28,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,1.00,0.0007,45635.11,8760000.00,6492.47,8753507.53,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,2.00,0.0008,42530.18,8760000.00,6966.81,8753033.19,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,3.00,0.0008,39821.10,8760000.00,7441.15,8752558.85,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,4.00,0.0009,37436.67,8760000.00,7915.50,8752084.50,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,5.00,0.0010,35321.90,8760000.00,8389.84,8751610.16,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,6.00,0.0010,33433.46,8760000.00,8864.18,8751135.82,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,7.00,0.0011,31736.86,8760000.00,9338.52,8750661.48,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,8.00,0.0011,30204.29,8760000.00,9812.86,8750187.14,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,9.00,0.0012,28813.04,8760000.00,10287.20,8749712.80,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,10.00,0.0012,27544.42,8760000.00,10761.55,8749238.45,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,11.00,0.0013,26382.94,8760000.00,11235.89,8748764.11,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,12.00,0.0013,25315.55,8760000.00,11710.23,8748289.77,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,13.00,0.0014,24331.27,8760000.00,12184.57,8747815.43,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,14.00,0.0014,23420.75,8760000.00,12658.91,8747341.09,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,4.00,0.00,15.00,0.0015,22576.00,8760000.00,13133.25,8746866.75,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,1.00,0.0009,46311.36,8760000.00,7997.00,8752003.00,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,2.00,0.0010,43720.01,8760000.00,8471.34,8751528.66,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,3.00,0.0010,41403.42,8760000.00,8945.69,8751054.31,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,4.00,0.0011,39320.18,8760000.00,9420.03,8750579.97,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,5.00,0.0011,37436.69,8760000.00,9894.37,8750105.63,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,6.00,0.0012,35725.52,8760000.00,10368.71,8749631.29,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,7.00,0.0012,34164.06,8760000.00,10843.05,8749156.95,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,8.00,0.0013,32733.50,8760000.00,11317.39,8748682.61,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,9.00,0.0013,31418.00,8760000.00,11791.74,8748208.26,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,10.00,0.0014,30204.27,8760000.00,12266.08,8747733.92,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,11.00,0.0015,29080.92,8760000.00,12740.42,8747259.58,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,12.00,0.0015,28038.21,8760000.00,13214.76,8746785.24,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,13.00,0.0016,27067.77,8760000.00,13689.10,8746310.90,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,14.00,0.0016,26162.32,8760000.00,14163.44,8745836.56,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,5.00,0.00,15.00,0.0017,25315.55,8760000.00,14637.79,8745362.21,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,1.00,0.0011,46773.40,8760000.00,9501.54,8750498.46,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,2.00,0.0011,44550.90,8760000.00,9975.88,8750024.12,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,3.00,0.0012,42530.16,8760000.00,10450.22,8749549.78,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,4.00,0.0012,40684.90,8760000.00,10924.56,8749075.44,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,5.00,0.0013,38993.22,8760000.00,11398.90,8748601.10,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,6.00,0.0014,37436.70,8760000.00,11873.24,8748126.76,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,7.00,0.0014,35999.74,8760000.00,12347.59,8747652.41,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,8.00,0.0015,34669.13,8760000.00,12821.93,8747178.07,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,9.00,0.0015,33433.46,8760000.00,13296.27,8746703.73,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,10.00,0.0016,32282.91,8760000.00,13770.61,8746229.39,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,11.00,0.0016,31208.99,8760000.00,14244.95,8745755.05,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,12.00,0.0017,30204.29,8760000.00,14719.29,8745280.71,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,13.00,0.0017,29262.29,8760000.00,15193.64,8744806.36,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,14.00,0.0018,28377.36,8760000.00,15667.98,8744332.02,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,6.00,0.00,15.00,0.0018,27544.43,8760000.00,16142.32,8743857.68,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,1.00,0.0013,47109.15,8760000.00,11006.07,8748993.93,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,2.00,0.0013,45164.05,8760000.00,11480.41,8748519.59,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,3.00,0.0014,43373.30,8760000.00,11954.75,8748045.25,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,4.00,0.0014,41719.23,8760000.00,12429.09,8747570.91,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,5.00,0.0015,40186.77,8760000.00,12903.43,8747096.57,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,6.00,0.0015,38762.95,8760000.00,13377.78,8746622.22,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,7.00,0.0016,37436.68,8760000.00,13852.12,8746147.88,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,8.00,0.0016,36198.23,8760000.00,14326.46,8745673.54,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,9.00,0.0017,35039.16,8760000.00,14800.80,8745199.20,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,10.00,0.0017,33952.08,8760000.00,15275.14,8744724.86,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,11.00,0.0018,32930.48,8760000.00,15749.48,8744250.52,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,12.00,0.0019,31968.59,8760000.00,16223.83,8743776.17,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,13.00,0.0019,31061.37,8760000.00,16698.17,8743301.83,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,14.00,0.0020,30204.28,8760000.00,17172.51,8742827.49,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,7.00,0.00,15.00,0.0020,29393.25,8760000.00,17646.85,8742353.15,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,1.00,0.0014,47364.16,8760000.00,12510.60,8747489.40,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,2.00,0.0015,45635.11,8760000.00,12984.94,8747015.06,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,3.00,0.0015,44027.93,8760000.00,13459.28,8746540.72,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,4.00,0.0016,42530.18,8760000.00,13933.62,8746066.38,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,5.00,0.0016,41131.02,8760000.00,14407.97,8745592.03,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,6.00,0.0017,39821.08,8760000.00,14882.31,8745117.69,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,7.00,0.0018,38592.06,8760000.00,15356.65,8744643.35,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,8.00,0.0018,37436.69,8760000.00,15830.99,8744169.01,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,9.00,0.0019,36348.54,8760000.00,16305.33,8743694.67,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,10.00,0.0019,35321.92,8760000.00,16779.67,8743220.33,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,11.00,0.0020,34351.72,8760000.00,17254.02,8742745.98,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,12.00,0.0020,33433.46,8760000.00,17728.36,8742271.64,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,13.00,0.0021,32563.05,8760000.00,18202.70,8741797.30,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,14.00,0.0021,31736.86,8760000.00,18677.04,8741322.96,0.00
Lat-12.05_Lon-77.04,site_2_Lima_Peru,-12.0464,-77.0428,8.00,0.00,15.00,0.0022,30951.59,8760000.00,19151.38,8740848.62,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,1.00,0.0002,41754.96,8760000.00,1774.22,8758225.78,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,2.00,0.0003,32953.36,8760000.00,2248.56,8757751.44,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,3.00,0.0003,27218.21,8760000.00,2722.91,8757277.09,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,4.00,0.0004,23184.88,8760000.00,3197.25,8756802.75,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,5.00,0.0004,20193.70,8760000.00,3671.59,8756328.41,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,6.00,0.0005,17886.96,8760000.00,4145.93,8755854.07,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,7.00,0.0005,16053.87,8760000.00,4620.27,8755379.73,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,8.00,0.0006,14562.12,8760000.00,5094.61,8754905.39,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,9.00,0.0006,13324.47,8760000.00,5568.96,8754431.04,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,10.00,0.0007,12281.13,8760000.00,6043.30,8753956.70,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,11.00,0.0007,11389.66,8760000.00,6517.64,8753482.36,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,12.00,0.0008,10619.14,8760000.00,6991.98,8753008.02,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,13.00,0.0009,9946.53,8760000.00,7466.32,8752533.68,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,14.00,0.0009,9354.27,8760000.00,7940.66,8752059.34,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,1.00,0.00,15.00,0.0010,8828.77,8760000.00,8415.01,8751584.99,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,1.00,0.0004,48192.92,8760000.00,3074.10,8756925.90,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,2.00,0.0004,41754.84,8760000.00,3548.45,8756451.55,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,3.00,0.0005,36835.15,8760000.00,4022.79,8755977.21,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,4.00,0.0005,32953.29,8760000.00,4497.13,8755502.87,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,5.00,0.0006,29812.17,8760000.00,4971.47,8755028.53,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,6.00,0.0006,27218.26,8760000.00,5445.81,8754554.19,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,7.00,0.0007,25040.00,8760000.00,5920.15,8754079.85,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,8.00,0.0007,23184.91,8760000.00,6394.49,8753605.51,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,9.00,0.0008,21586.01,8760000.00,6868.84,8753131.16,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,10.00,0.0008,20193.70,8760000.00,7343.18,8752656.82,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,11.00,0.0009,18970.35,8760000.00,7817.52,8752182.48,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,12.00,0.0009,17886.96,8760000.00,8291.86,8751708.14,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,13.00,0.0010,16920.82,8760000.00,8766.20,8751233.80,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,14.00,0.0011,16053.87,8760000.00,9240.54,8750759.46,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,2.00,0.00,15.00,0.0011,15271.56,8760000.00,9714.89,8750285.11,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,1.00,0.0005,50804.35,8760000.00,4373.98,8755626.02,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,2.00,0.0006,45836.88,8760000.00,4848.33,8755151.67,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,3.00,0.0006,41754.88,8760000.00,5322.67,8754677.33,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,4.00,0.0007,38340.90,8760000.00,5797.01,8754202.99,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,5.00,0.0007,35443.36,8760000.00,6271.35,8753728.65,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,6.00,0.0008,32953.31,8760000.00,6745.69,8753254.31,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,7.00,0.0008,30790.45,8760000.00,7220.03,8752779.97,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,8.00,0.0009,28894.21,8760000.00,7694.38,8752305.62,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,9.00,0.0009,27218.24,8760000.00,8168.72,8751831.28,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,10.00,0.0010,25726.22,8760000.00,8643.06,8751356.94,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,11.00,0.0010,24389.46,8760000.00,9117.40,8750882.60,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,12.00,0.0011,23184.90,8760000.00,9591.74,8750408.26,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,13.00,0.0011,22093.87,8760000.00,10066.08,8749933.92,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,14.00,0.0012,21101.02,8760000.00,10540.43,8749459.57,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,3.00,0.00,15.00,0.0013,20193.70,8760000.00,11014.77,8748985.23,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,1.00,0.0006,52219.13,8760000.00,5673.87,8754326.13,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,2.00,0.0007,48192.84,8760000.00,6148.21,8753851.79,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,3.00,0.0008,44743.31,8760000.00,6622.55,8753377.45,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,4.00,0.0008,41754.90,8760000.00,7096.89,8752903.11,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,5.00,0.0009,39140.94,8760000.00,7571.23,8752428.77,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,6.00,0.0009,36835.20,8760000.00,8045.57,8751954.43,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,7.00,0.0010,34786.16,8760000.00,8519.92,8751480.08,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,8.00,0.0010,32953.29,8760000.00,8994.26,8751005.74,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,9.00,0.0011,31304.05,8760000.00,9468.60,8750531.40,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,10.00,0.0011,29812.17,8760000.00,9942.94,8750057.06,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,11.00,0.0012,28456.16,8760000.00,10417.28,8749582.72,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,12.00,0.0012,27218.26,8760000.00,10891.62,8749108.38,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,13.00,0.0013,26083.65,8760000.00,11365.97,8748634.03,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,14.00,0.0014,25039.98,8760000.00,11840.31,8748159.69,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,4.00,0.00,15.00,0.0014,24076.71,8760000.00,12314.65,8747685.35,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,1.00,0.0008,53106.57,8760000.00,6973.75,8753026.25,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,2.00,0.0009,49726.45,8760000.00,7448.09,8752551.91,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,3.00,0.0009,46751.08,8760000.00,7922.43,8752077.57,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,4.00,0.0010,44111.88,8760000.00,8396.77,8751603.23,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,5.00,0.0010,41754.91,8760000.00,8871.11,8751128.89,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,6.00,0.0011,39637.21,8760000.00,9345.45,8750654.55,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,7.00,0.0011,37724.05,8760000.00,9819.80,8750180.20,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,8.00,0.0012,35987.25,8760000.00,10294.14,8749705.86,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,9.00,0.0012,34403.45,8760000.00,10768.48,8749231.52,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,10.00,0.0013,32953.30,8760000.00,11242.82,8748757.18,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,11.00,0.0013,31620.56,8760000.00,11717.16,8748282.84,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,12.00,0.0014,30391.52,8760000.00,12191.50,8747808.50,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,13.00,0.0014,29254.52,8760000.00,12665.85,8747334.15,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,14.00,0.0015,28199.63,8760000.00,13140.19,8746859.81,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,5.00,0.00,15.00,0.0016,27218.25,8760000.00,13614.53,8746385.47,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,1.00,0.0009,53715.15,8760000.00,8273.63,8751726.37,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,2.00,0.0010,50804.29,8760000.00,8747.97,8751252.03,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,3.00,0.0011,48192.86,8760000.00,9222.31,8750777.69,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,4.00,0.0011,45836.93,8760000.00,9696.65,8750303.35,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,5.00,0.0012,43700.74,8760000.00,10170.99,8749829.01,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,6.00,0.0012,41754.88,8760000.00,10645.34,8749354.66,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,7.00,0.0013,39975.07,8760000.00,11119.68,8748880.32,0.00
Lat-26.20_Lon28.05,site_3_Johannesburg_South_Africa,-26.2041,28.0473,6.00,0.00,8.00,0.0013,38340.90,8760000.00,11594.02,8748405.98,0.00
